id,description,units,notes,created_at,updated_at,name,max,min,standard_name,standard_units,label,type
158,maximum photosynthetic rate at saturating light,umol [CO2] m-2 s-1,"Asat is saturated by light; see Amax for light and CO2 saturated photosynthesis (https://www.betydb.org/variables/6). 

There isn't a clear convention on this: Asat and Amax definitions are sometimes reversed in the literature. But Asat and Amax are very different.",,2021-04-27 19:31:07.036533,Asat,Infinity,0,,,,
260,"",count [number of green leaves per shoot],"",2011-02-28 06:25:44,2021-04-27 19:34:06.752675,leaves_per_shoot_green,Infinity,0,,,,
261,"",count [number of dead leaves per shoot],"",2011-02-28 06:34:03,2021-04-27 19:34:13.5,leaves_per_shoot_dead,Infinity,0,,,,
307,root_respiration rate umol CO2 kg-1 s-1.Excised Roots,umol [CO2] kg-1 s-1,"",2011-10-27 17:00:21,2021-04-27 19:35:27.857727,root_respiration rate umol CO2 kg-1 s-1.Excised Roots,Infinity,-Infinity,,,,
310,root biomass of an individual plant,g [per plant],"root biomass is usually reported per m2, this is for relatively rare exceptions, e.g. when a single plant is grown in a pot.",2011-10-28 16:40:45,2021-04-27 19:35:43.058261,root_biomass_plant,Infinity,-Infinity,"","","",""
313,Canopy Area allometry intercept,m2,Ca = b1Ca * DBH ^ b2Ca,2011-12-13 04:22:51,2021-04-27 19:35:51.325545,b1Ca,Infinity,-Infinity,,,,
314,Canopy Area allometry exponent,"",Ca = b1Ca * DBH ^ b2Ca,2011-12-13 04:23:26,2021-04-27 19:35:54.363213,b2Ca,Infinity,-Infinity,,,,
332,"leaf maintenance respiration on mass basis, at the given temperature",umol [CO2] kg-1 s-1,"Covariates to include: leafT &  canopy height (optional). Equivalent to units of nmol CO_2 g-1 s-1. If converted from O2 consumption, assume 1 mol O2 = 1 mol CO2. ",2012-01-06 20:44:45,2021-04-27 19:37:04.045509,leaf_maintenance_respiration_mass,Infinity,0,,,,
596,Conifer PAR light transmission,[fraction],"",2015-07-14 20:38:20.601398,2021-04-27 19:47:02.404665,leaf_trans_vis,1,0,"","","",model-ED2
597,Conifer NIR light transmission,[fraction],"",2015-07-14 20:38:46.961508,2021-04-27 19:47:02.889492,leaf_trans_nir,1,0,"","","",""
598,"",[fraction],"",2015-07-14 20:39:21.411718,2021-04-27 19:47:03.633766,leaf_trans_nir_hardwood,1,0,"","","",""
599,"",[fraction],"",2015-07-14 20:41:53.105494,2021-04-27 19:47:04.29715,leaf_reflect_nir,1,0,"","","",""
600,Conifer PAR light reflection,[fraction],"",2015-07-14 20:43:57.769751,2021-04-27 19:47:04.728693,leaf_reflect_vis,1,0,"","","",""
601,"",[fraction],"",2015-07-14 20:44:19.799218,2021-04-27 19:47:05.063912,leaf_reflect_vis_hardwood,1,0,"","","",""
602,"",[fraction],"",2015-07-14 20:44:52.850162,2021-04-27 19:47:05.489397,leaf_reflect_nir_hardwood,1,0,"","","",""
595,"",[fraction],"",2015-07-14 20:37:44.112078,2021-04-27 19:47:00.897432,leaf_trans_vis_hardwood,1,0,"","","",model-ED2
613,height of plant from ground to apical meristem.,m,"",2016-05-18 15:53:02.990566,2017-02-20 21:29:13.67457,apical_meristem_height,Infinity,-Infinity,"","","",""
48,see two-stream radiation model,per mil,"",,2011-06-06 14:40:42,emis_v,Infinity,-Infinity,,,,
50,"for grasses, stem internode length",mm,"",,2011-06-06 14:40:42,internode_length,Infinity,0,,,,
365,"",Wh m-2,"",2012-03-13 16:48:47,2012-03-13 16:48:47,light,Infinity,-Infinity,,,,
366,"",hours,"",2012-03-13 16:49:58,2012-03-13 16:49:58,night_length,Infinity,-Infinity,,,,
317,age of root being measured,year,used as covariate when root age is given. ,2012-01-05 18:23:53,2012-01-05 18:23:53,root_age,Infinity,-Infinity,,,,
352,Root respiration Trenched Plot,"","",2012-01-18 21:09:11,2012-01-18 21:09:11,Root respiration Trenched Plot,Infinity,-Infinity,,,,
357,"","","",2012-03-13 16:39:34,2012-03-13 16:39:34,burned,Infinity,-Infinity,,,,
358,"",ppm,"",2012-03-13 16:41:32,2012-03-13 16:41:32,co2_fumigation,Infinity,-Infinity,,,,
359,"",hours,"",2012-03-13 16:42:16,2012-03-13 16:42:16,day_length,Infinity,-Infinity,,,,
360,"",days,"",2012-03-13 16:42:52,2012-03-13 16:42:52,exposition_period,Infinity,-Infinity,,,,
361,"",boolean,"",2012-03-13 16:44:07,2012-03-13 16:46:11,fertilization_P,Infinity,-Infinity,,,,
363,"",C,"",2012-03-13 16:47:19,2012-03-13 16:48:06,growth_temperture_daytime,Infinity,-Infinity,,,,
367,"","","",2012-03-13 16:50:50,2012-03-13 16:50:50,o3_fumigation,Infinity,-Infinity,,,,
369,"","","",2012-03-13 16:51:54,2012-03-13 16:51:54,cultivated,Infinity,-Infinity,,,,
370,"","","",2012-03-13 16:52:19,2012-03-13 16:52:19,disturbance,Infinity,-Infinity,,,,
371,"","","",2012-03-13 16:52:46,2012-03-13 16:52:46,fertilization_notspecified,Infinity,-Infinity,,,,
372,"","","",2012-03-13 16:53:45,2012-03-13 16:53:45,herbivore_damage,Infinity,-Infinity,,,,
373,"","","",2012-03-13 16:54:18,2012-03-13 16:54:18,irrigation,Infinity,-Infinity,,,,
374,"","","",2012-03-13 16:54:44,2012-03-13 16:54:44,mowing,Infinity,-Infinity,,,,
375,"","","",2012-03-13 16:58:33,2012-03-13 16:58:33,crown_volume,Infinity,-Infinity,,,,
376,"",delta15n,"",2012-03-13 16:59:40,2012-03-13 16:59:40,soil_delta15N,Infinity,-Infinity,,,,
578,Subsoil USDA Texture Classification,name,"",2015-05-14 20:09:57.428275,2015-05-14 20:09:57.428275,s_usda_tex,Infinity,-Infinity,"","","",
579,Topsoil USDA Texture Classification,name,"",2015-05-14 20:10:33.127676,2015-05-14 20:10:33.127676,t_usda_tex,Infinity,-Infinity,"","","",
51,"mean tilt angle, inclination angle of the leaf tip (erect = 90 degrees)",degrees,"",,2011-06-06 14:40:42,MTA,Infinity,-Infinity,,,,
75,decomposition rate of litter,year-1,"",,2011-06-06 14:40:42,turn_over_time,Infinity,-Infinity,,,,
83,Irradiance (photosynthetic photon flux density),umol m-2 s-1,"",,2011-06-06 14:40:42,irradiance,Infinity,0,,,,
87,minimum stem length,cm,"",,2011-06-06 14:40:42,length_stem_minimum,Infinity,0,,,,
49,fraction of litter that is goes into the labile carbon pool,fraction,"",,2011-06-06 14:40:42,f_labile,1,0,,,,
52,height,m,"",,2011-06-06 14:40:42,height,120,0,,,,
59,dates of bud set,DOY,"",,2011-06-06 14:40:42,date_of_bud_set,365,0,,,,
69,carbon concentration of above_ground biomass,percent,"",,2011-06-06 14:40:42,aboveC,100,0,,,,
70,foliar P concentration,percent,"",,2011-06-06 14:40:42,leafP,100,0,,,,
71,foliar K concentration,percent,"",,2011-06-06 14:40:42,leafK,100,0,,,,
72,foliar calcium concentration,percent,"",,2011-06-06 14:40:42,leafCa,100,0,,,,
73,foliar magnesium concentraion,percent,"",,2011-06-06 14:40:42,leafMg,100,0,,,,
412,gravimetric soil water content: g H2O/ g DRY soil,g-1 [H2O] g-1 [DRY soil],expressed as H2O mass relative to mass of DRY soil.,2012-06-11 19:47:24,2021-04-27 19:40:20.795224,SWC_gravimetric: g H2O / g DRY soil,Infinity,-Infinity,,,,
80,"location in canopy as a percentage of the distance from the lowest leaf to the highest leaf; 0 is the bottom of the canopy, 1 is the top, canopy_layer = height of observation / (max leaf height - min leaf height)",percent,"",,2011-06-06 14:40:42,canopy_layer,100,0,,,,
82,percent ambient sunlight,percent,"",,2011-06-06 14:40:42,perc_sun,100,0,,,,
85,mean annual temperature,degrees C,"",,2011-06-06 14:40:42,MAT,30,-50,,,,
88,in vitro dry matter digestibility in leaf,percent,"",,2011-06-06 14:40:42,IVDMDL,100,0,,,,
89,in vitro dry matter digestibility in stem,percent,"",,2011-06-06 14:40:42,IVDMDS,100,0,,,,
378,lifespan of a root,yr,inverse of root_turnover_rate,2012-03-16 19:53:54,2012-03-16 19:53:54,root_longevity,Infinity,-Infinity,,,,
55,total aboveground biomass,Mg ha-1,"",,2021-04-27 19:27:29.003975,shoot_biomass,Infinity,0,,,,
79,degrees north or south of equator,degrees,"",,2021-04-27 19:28:48.519799,abslat,90,-90,,,,
330,whole plant aboveground nitrogen pool (vegetation),g [N] [per plant],"",2012-01-06 20:31:38,2021-04-27 19:36:58.208404,plantN,Infinity,-Infinity,,,,
362,"",mg [N] g-1 [dry weight]day,"",2012-03-13 16:46:26,2021-04-27 19:38:38.494527,fertilization_N,Infinity,-Infinity,,,,
377,"",mol m-3,"",2012-03-13 17:00:30,2021-04-27 19:38:57.130635,soilO2,Infinity,-Infinity,,,,
379,soil Temp,C,"",2012-03-30 20:32:50,2021-04-27 19:38:59.641758,soilT,Infinity,-Infinity,,,,
575,Topsoil Sand Fraction,percent [by weight],"",2015-05-14 20:07:36.539275,2021-04-27 19:45:58.053916,t_sand,100,0,"","","",
576,Topsoil Silt Fraction,percent [by weight],"",2015-05-14 20:07:55.677059,2021-04-27 19:45:59.720583,t_silt,100,0,"","","",
577,Topsoil Clay Fraction,percent [by weight],"",2015-05-14 20:08:13.986077,2021-04-27 19:46:00.435518,t_clay,100,0,"","","",
580,Subsoil Sand Fraction,percent [by weight],"",2015-05-14 20:10:33.127676,2021-04-27 19:46:02.504766,s_sand,Infinity,-Infinity,,,,
590,Subsoil Clay Fraction,percent [by weight],"",2015-05-14 20:10:33.127676,2021-04-27 19:46:15.929772,s_clay,100,0,,,,
591,Subsoil Silt Fraction,percent [by weight],"",2015-05-14 20:10:33.127676,2021-04-27 19:46:17.382879,s_silt,100,0,,,,
421,Structural biomass (ecosystem),Mg ha-1,"Structural biomass- whole plant excluding fine roots and foliage. Ecosystem level.

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-12 16:40:58,2012-07-06 20:36:17,Biomass_structural,Infinity,-Infinity,,,,
380,The activation energy for Vcmax (Ev) derived from an Arrhenius model,kJ mol-1,"The activation energy for Vcmax (Ev) derived from an Arrhenius model.  This parameter is used to scale the value of Vcmax at the measurement temperature to an estimated value at another temperature based on the exponential form of the Arrhenius model:  f(Tk) = Vcmax25*exp[(Ev*(Tk-298.15))/(298.15*R*Tk)]; where Tk is the leaf temperature in Kelvin, Vcmax25 is the value of Vcmax at 25 degC, and R is the ideal gas constant.  When entered into BETY the Vcmax value at 25 degC should be entered as a covariate.  E.g. Vcmax25: 97.76, Ev: 54.08.",2012-04-10 21:40:02,2012-04-10 21:45:24,Ev_Arrhenius,Infinity,-Infinity,,,,
382,Years in common era,year,"",2012-05-02 18:17:47,2012-05-02 18:19:33,year,Infinity,-Infinity,,,,
383,Day of Year,DOY,"",2012-05-02 18:18:20,2012-05-02 18:19:20,day,Infinity,-Infinity,,,,
384,Time of day in hours,hours,"",2012-05-02 18:18:44,2012-05-02 18:18:57,hour,Infinity,-Infinity,,,,
109,starch in leaf,percent,"",,2011-06-06 14:40:42,leaf_starch,100,0,,,,
110,starch in stem,percent,"",,2011-06-06 14:40:42,stem_starch,100,0,,,,
414,Total root biomass (all root sizes),Mg ha-1,"covariates: depth, root_diameter_min, root_diameter_max",2012-06-11 21:42:27,2016-05-26 19:14:10.064813,biomass_root_total,Infinity,-Infinity,"","","",""
393,Annual soil respiration,Mg [C] ha-1 yr-1,"",2012-05-16 22:46:30,2021-04-27 19:39:15.828216,Rsoil_annual,Infinity,-Infinity,,,,
117,variant dry matter in shoot,percent,"",,2011-06-06 14:40:42,shoot_variant_DM,100,0,,,,
385,interval of time,days,"",2012-05-02 18:19:59,2012-05-02 18:19:59,timestep,Infinity,-Infinity,,,,
386,Total accumulate PAR,einsteins m-2,"",2012-05-02 18:20:48,2012-05-02 18:20:48,accum_PAR,Infinity,-Infinity,,,,
387,Vapor Pressure Deficit,Pa,VPD = saturation vapor pressure (E_s) - vapor pressure (E_a),2012-05-02 18:21:23,2012-05-02 18:21:23,VPD,Infinity,-Infinity,,,,
388,Vapor pressure deficit of soil,Pa,saturation vapor pressure (e_s(Tsoil)) - vapor pressure of air immediately above soil,2012-05-02 18:22:31,2012-05-02 18:22:31,VPD_soil,Infinity,-Infinity,,,,
389,vapor pressure,Pa,Atmospheric vapor pressure in Pascals,2012-05-02 18:23:01,2012-05-02 18:23:01,e_a,Infinity,-Infinity,,,,
396,fine root biomass,Mg ha-1,"covariates: depth, root_diameter_min, root_diameter_max",2012-05-16 23:17:09,2012-06-22 18:01:21,Biomass_root_fine,Infinity,-Infinity,,,,
397,"","",for multiple measurements that are reported as one measurement in the bety.,2012-05-22 20:31:53,2012-05-22 20:31:53,measurement_date,Infinity,-Infinity,,,,
398,starting date of observation/measurements of traits/yields.,"","",2012-05-24 20:01:10,2012-09-13 21:03:32,start_date,Infinity,-Infinity,,,,
399,date when the last measurements of traits/yields were made,"","",2012-05-24 20:02:01,2012-05-24 20:02:01,end-date,Infinity,-Infinity,,,,
402,Plant Leaf CO2 level,ubar,"",2012-05-29 16:26:13,2012-06-01 18:16:46,CO2_concentration,Infinity,-Infinity,,,,
406,"",kPa,"",2012-06-07 03:04:41,2012-06-07 03:04:41,soil water tension,Infinity,-Infinity,,,,
417,Foliage biomass,Mg ha-1,"Foliage biomass

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-12 16:25:33,2012-07-06 20:35:23,Biomass_foliage,Infinity,-Infinity,,,,
418,Aboveground structural biomass,Mg ha-1,"Aboveground structural (stem + branch) biomass

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-12 16:27:16,2012-07-06 20:37:43,Biomass_ags,Infinity,-Infinity,,,,
394,annual heterotrophic soil respiration,Mg [C] ha-1 yr-1,"",2012-05-16 22:47:08,2021-04-27 19:39:17.470724,Rsoil_het_annual,Infinity,-Infinity,,,,
395,Annual fine root respiration,Mg [C] ha-1 yr-1,"Estimated by multiplying root specific respiration rates by fine root biomass. 
Covariates: Depth, root_diameter_max",2012-05-16 22:55:39,2021-04-27 19:39:18.075728,Rroot_fine_annual,Infinity,-Infinity,,,,
401,Plant Leaf CO2 level,ul l-1,"",2012-05-25 17:58:27,2021-04-27 19:39:30.218136,CO2_concentration,Infinity,-Infinity,,,,
403,Plant Leaf CO2 level,ml m-3,"",2012-06-01 16:04:02,2021-04-27 19:39:36.180524,CO2_concentration,Infinity,-Infinity,,,,
407,"",Mg ha-1 yr-1,"Fine root biomass production (note that units are biomass, not carbon).

Covariates: depth, root diameter",2012-06-08 20:53:10,2021-04-27 19:39:50.95605,BNPP_fine root,Infinity,0,,,,
409,foliage NPP,Mg [C] ha-1 yr-1,"Foliage NPP: net annual production of leaves or needles determined by collecting leaf/needle fall throughout the year
",2012-06-09 22:18:37,2021-04-27 19:39:57.397447,ANPP_foliage_C,Infinity,-Infinity,,,,
411,Total NPP_level 1,Mg [C] ha-1 yr-1,"Total NPP, including foliage, branch, stem, coarse root, and fine root. 
NPP_1= NPP_foliage +NPP_woody + NPP_fine root  (see Lussaert et al. 2007)
",2012-06-09 22:24:56,2021-04-27 19:40:00.451393,NPP_1_C,Infinity,-Infinity,,,,
413,Fine root C stocks,Mg [C] ha-1,"covariates: depth, root_diameter_min, root_diameter_max",2012-06-11 21:27:39,2021-04-27 19:40:24.957164,C_root_fine,Infinity,-Infinity,,,,
416,Total root respiration (all size classes),mg [CO2] m-2 h-1,"Root respiration (all size classes). Note methodology: root gas exchange/ root exclusion/ isotopes. 

When  estimated through root gas exchange:  Depth, root_diameter_max.",2012-06-12 15:45:01,2021-04-27 19:40:30.281978,root_respiration_m2,Infinity,-Infinity,,,,
419,Aboveground biomass,Mg ha-1,"Aboveground biomass (Biomass_ag= Biomass_ags+Biomass_foliage)

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-12 16:29:36,2012-07-06 20:38:20,Biomass_ag,Infinity,-Infinity,,,,
427,total root NPP,Mg ha-1 yr-1,"Total root production determined by repeated
soil coring, isotopic estimates of fine-root turnover
combined with biomass measurements, ingrowth cores, upscaled root-length production observed in minirhizotrons or the soil
respiration and litterfall constraint formulated by Raich
& Nadelhoffer (1989).

REQUIRED COVARIATE: depth (cm)
",2012-06-15 03:40:01,2012-06-15 03:40:59,BNPP_root,Infinity,-Infinity,,,,
429,aboveground stem NPP (excludes branches),Mg ha-1 yr-1,"Stem NPP: annual stem increment were determined using species- and region-specific
allometric equations relating aboveground woody
biomass increment to the change in basal area of
individual trees in the plot
",2012-06-15 05:27:08,2012-06-15 05:28:54,ANPP_stem,Infinity,-Infinity,,,,
430,aboveground woody NPP (stem & branches),Mg ha-1 yr-1,"Woody NPP: annual stem and branch increment
were determined using species- and region-specific
allometric equations relating aboveground woody
biomass increment to the change in basal area of
individual trees in the plot
",2012-06-15 05:28:08,2012-06-15 05:28:08,ANPP_woody,Infinity,-Infinity,,,,
431,coarse root NPP,Mg ha-1 yr-1,"Coarse-root annual production
determined through species- and region-specific
allometric equations relating root mass to basal area

REQUIRED COVARIATES: Depth, root_diameter_min",2012-06-15 05:30:52,2012-06-15 05:30:52,BNPP_coarse root,Infinity,-Infinity,,,,
443,Max height at which photosynthesis begins,m,Represents the minimum height at which a plant can be represented by ED. Conceptually represents the maximum height that can be assumed by a plant before it begins photosynthesis.,2012-07-03 20:56:51,2012-07-03 20:57:03,hgt_min,Infinity,-Infinity,,,,
444,Annual external seed input,1 m-2 yr-1,"ED specific parameter. The number of seeds per unit area that come from plants outside a patch and go on to become seedlings of a given height specified by hgt_min.

Note: mislabeled in some documentation as ""kgC/m-2/year"". 
",2012-07-04 01:49:06,2012-07-04 06:29:30,seed_rain,Infinity,-Infinity,,,,
422,Total biomass,Mg ha-1,Total biomass- ecosystem level.,2012-06-12 16:41:39,2012-06-12 16:41:39,Biomass_total,Infinity,-Infinity,,,,
424,Cumulative GPP over a specified time step,Mg C ha-1 [timestep-1],"Cumulative GPP over a specified time frame. Sign convention: positive.

Specify start and end times.

REQUIRED COVARIATE: timestep (days).",2012-06-13 19:40:22,2021-04-27 19:40:48.09751,GPP_cum,Infinity,-Infinity,,,,
425,Cumulative ecosystem respiration over a specified time step,Mg C ha-1 [timestep-1],"Cumulative ecosystem respiration over a specified time frame (measured using eddy-covariance or gas exchange in a closed chamber). Sign convention: positive.

Specify start and end date.

REQUIRED COVARIATE: timestep (days)",2012-06-13 19:46:07,2021-04-27 19:40:50.168365,Reco_cum,Infinity,-Infinity,,,,
426,Net N mineralization,Kg [N] ha-1 yr-1,"",2012-06-14 15:06:46,2021-04-27 19:40:54.994059,N_mineralization,Infinity,-Infinity,,,,
434,Leaf carbon concentration,g [C] g-1 [dry weight],"",2012-06-21 15:15:40,2021-04-27 19:41:07.206175,leafC-mass-fraction,Infinity,-Infinity,"","","",
435,Aboveground biomass C,Mg [C] ha-1,"Aboveground biomass carbon (C_ag= C_ags+C_foliage). Dead wood excluded.

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-29 19:22:21,2021-04-27 19:41:11.927501,C_ag,Infinity,-Infinity,,,,
436,Dead wood C,Mg [C] ha-1,Dead wood (includes standing and coarse woody debris),2012-06-29 19:30:57,2021-04-27 19:41:13.79685,C_deadwood,Infinity,-Infinity,,,,
437,Total biomass C,Mg [C] ha-1,"Total above- and below-ground C in live trees. 

Covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-06-29 19:42:49,2021-04-27 19:41:14.350544,C_biomass_total,Infinity,-Infinity,,,,
438,Organic layer C,Mg [C] ha-1,"C in organic layer/ forest floor.

",2012-06-29 19:45:59,2021-04-27 19:41:14.815219,C_organic layer,Infinity,-Infinity,,,,
439,soil organic carbon,Mg [C] ha-1 [cm-1],"Soil organic carbon mass

required covariate: depth (cm)",2012-06-29 19:49:49,2021-04-27 19:41:27.24543,SOC,Infinity,-Infinity,,,,
440,Total ecosystem C,Mg [C] ha-1,"Includes total biomass, deadwood, organic layer, and soil organic C

required covariate: Depth (in mineral soil) to which SOC is measured (cm).",2012-06-29 20:02:19,2021-04-27 19:41:32.284567,Total ecosystem C,Infinity,-Infinity,,,,
441,total chlorophyll content,mg cm-2,"",2012-07-02 20:04:23,2021-04-27 19:41:37.716508,Total_chlorophyll,Infinity,-Infinity,,,,
445,aboveground NPP (C),Mg [C] ha-1 yr-1,total vascular plant NPP,2012-07-06 02:51:34,2021-04-27 19:41:45.699327,ANPP_C,Infinity,-Infinity,,,,
446,belowground NPP (C),Mg [C] ha-1 yr-1,"Root biomass production determined by repeated soil coring, isotopic estimates of fine-root turnover combined with biomass measurements, root ingrowth cores, upscaled root-length production observed in minirhizotrons or the soil
respiration and litterfall constraint formulated by Raich & Nadelhoffer (1989)


COVARIATE: depth",2012-07-06 02:54:45,2021-04-27 19:41:47.30191,BNPP_root_C,Infinity,-Infinity,,,,
447,aboveground woody NPP (stem & branches): C,Mg [C] ha-1 yr-1,"Woody NPP: annual stem and branch increment determined using species- and region-specific allometric equations relating aboveground woody biomass increment to the change in basal area of
individual trees in the plot
",2012-07-06 02:58:38,2021-04-27 19:41:47.75777,ANPP_woody_C,Infinity,-Infinity,,,,
448,NPP-level 2,Mg [C] ha-1 yr-1,"Total NPP, including foliage, branch, stem, coarse root, and fine root, AND UNDERSTORY. (TNPP2=TNPP1 + understory NPP)

",2012-07-06 03:05:37,2021-04-27 19:41:51.790456,NPP_2_C,Infinity,-Infinity,,,,
449,Annual NEE,Mg [C] ha-1 yr-1,"Annual net ecosystem exchange (measured using eddy-covariance or gas exchange in a closed chamber). Sign convention: negative indicates C uptake
",2012-07-06 03:22:36,2021-04-27 19:41:52.967275,NEE_annual,Infinity,-Infinity,,,,
450,Annual ecosystem respiration,Mg [C] ha-1 yr-1,Annual ecosystem respiration (measured using eddy-covariance or gas exchange in a closed chamber). Sign convention: positive.,2012-07-06 03:23:46,2021-04-27 19:41:53.909786,Reco_annual,Infinity,-Infinity,,,,
451,Annual GPP (C),Mg [C] ha-1 yr-1,Annual gross primary production,2012-07-06 03:25:02,2021-04-27 19:41:54.549543,GPP_C_annual,Infinity,-Infinity,,,,
455,minimum dbh measured,cm,DBH of smallest trees included in estimate.  = 0 when all plants are included.,2012-07-06 20:42:34,2012-07-06 20:42:34,min dbh,Infinity,-Infinity,,,,
456,Average daily max photosynthesis as fraction of Amax (no units),fraction,A SIPNET variable.,2012-07-16 22:36:30,2012-07-16 22:36:30,AmaxFrac,Infinity,-Infinity,,,,
470,Annual Evapotranspiraiton,mm y-1,"If measured for part of year (e.g. growing season ET), add start date and end date as covariates.",2012-09-12 18:20:30,2012-09-13 20:39:08,AET,Infinity,-Infinity,,,,
472,Plant Transpiration,mm y-1,"By definition, refers to the growing season (otherwise plants do not transpire). If available, add start date and end date as covariates.",2012-09-13 20:40:07,2012-09-13 20:40:07,Transpiration,Infinity,-Infinity,,,,
479,"",umol m-2 s-1,"",2013-01-07 05:25:30,2013-01-07 05:27:10,Soil Respiration,Infinity,-Infinity,,,,
480,Live and Dead fine root biomass,Mg ha-1,"",2013-01-14 20:03:42,2013-01-14 20:03:42,biomass_root_fine_live&dead,Infinity,-Infinity,,,,
481,total net primary productivity,Mg ha-1 yr-1,"Total NPP, including foliage, branch, stem, coarse root, and fine root. 
NPP_1= NPP_foliage +NPP_woody + NPP_fine root  
",2013-01-14 20:36:29,2013-01-14 20:36:29,NPP_1,Infinity,-Infinity,,,,
488,plant available soil moisture,mm,"",2013-03-17 20:34:24,2013-03-17 20:34:24,PASW,Infinity,-Infinity,,,,
489,"",years,"",2013-04-15 17:29:40,2013-04-15 17:29:40,Seedling-age,Infinity,-Infinity,,,,
490,"Used as a covariate when canopy position (e.g. upper canopy, lower canopy) is given","","Qualitative canopy position covariate.  E.g. ""upper canopy"" or ""lower canopy"" where upper canopy is often the upper 10% and lower canopy is the lowest whorl of branches",2013-05-24 14:52:56,2013-05-24 14:52:56,Canopy Position,Infinity,-Infinity,,,,
494,fraction of total biomass in roots (by dry weight),percent,"",2013-09-04 19:06:42,2013-09-04 19:08:52,root_fraction,Infinity,-Infinity,,,,
461,Slope of VPD–photosynthesis relationship,kPa-1,"",2012-07-19 14:57:29,2014-06-16 22:12:30.782044,dVPDSlope,Infinity,-Infinity,,,,
538,green leaf biomass,g m-2,dry weight of green leaf biomass,2013-10-24 20:35:23,2015-11-02 18:18:32.683666,leaf_live_biomass,Infinity,-Infinity,"","","",""
442,total carotenoids content,mg cm-2,"",2012-07-02 20:20:27,2021-04-27 19:41:39.207477,carotenoids,Infinity,0,"","","",""
452,annual net ecosystem production,Mg [C] ha-1 yr-1,"net ecosystem production measured biometrically or as NPP- decomposition

",2012-07-06 03:48:31,2021-04-27 19:41:55.103382,NEP_annual,Infinity,-Infinity,,,,
454,annual autotrophic respiration,Mg [C] ha-1 yr-1,Annual autotrophic respiration—above- and belowground.,2012-07-06 03:49:44,2021-04-27 19:41:56.490025,R_auto_annual,Infinity,-Infinity,,,,
457,Optimum temperature for photosynthesis,C,The temperature optimum for photosynthesis,2012-07-16 22:46:13,2021-04-27 19:41:58.376555,psnTOpt,Infinity,-Infinity,,,,
460,PAR at which photosynthesis occurs at 1/2 theoretical maximum,einsteins m-2 day-1,SIPNET variable.,2012-07-19 14:41:07,2021-04-27 19:42:03.142688,half_saturation_PAR,Infinity,-Infinity,,,,
462,VPD–water use efficiency relationship,mg [CO2] kPa g-1 [H2O],"",2012-07-19 15:00:59,2021-04-27 19:42:12.139416,dVpdExp,Infinity,-Infinity,,,,
467,Amount of leaf growth following leaf-out,g [C] m-2,"",2012-07-19 20:25:12,2021-04-27 19:42:17.673885,leafGrowth,Infinity,-Infinity,,,,
476,Coarse root C,Mg [C] ha-1,"Coarse root biomass C. Covariates: Depth, root_diameter_min",2012-12-29 06:09:54,2021-04-27 19:42:56.480048,C_root_coarse,Infinity,-Infinity,,,,
477,C in aboveground structural biomass,Mg [C] ha-1,"Aboveground structural (stem + branch) biomass C. 
covariate: min dbh  (DBH of smallest trees included in estimate.  = 0 when all plants are included)",2012-12-29 06:12:15,2021-04-27 19:42:58.215221,C_ags,Infinity,-Infinity,,,,
468,"",degrees,"",2012-09-05 19:35:26,2021-04-27 19:42:33.907083,Latitude,90,-90,,,,
469,"",degrees,"",2012-09-05 19:35:40,2021-04-27 19:42:43.978402,Longitude,180,-180,,,,
478,total root C,Mg [C] ha-1,"Total root biomass C. 
Covariates: Depth, root_diameter_min, root_diameter_max",2012-12-29 06:14:17,2021-04-27 19:42:58.816955,C_root_total,Infinity,-Infinity,,,,
485,gas measured,[boolean],"",2013-01-15 21:02:26,2021-04-27 19:43:19.965879,CO2_measurement,Infinity,-Infinity,,,,
486,gas measured,[boolean],"",2013-01-15 21:02:30,2021-04-27 19:43:20.417647,O2_measurement,Infinity,-Infinity,,,,
496,"",count [leaves],"",2013-09-18 18:02:05,2021-04-27 19:43:47.395883,number of leaves,Infinity,-Infinity,,,,
497,"",m2,"",2013-09-18 18:06:22,2021-04-27 19:43:49.622927,rooting area,Infinity,-Infinity,,,,
482,"Attached; can be 1 (True, attached or intact) or 0 (false detached/excised).",[boolean],Originally created to describe state of roots to code root respiration methods,2013-01-15 16:27:51,2021-04-27 19:43:18.140509,attached,Infinity,-Infinity,,,,
483,"can be 1 (True if seedling) or 0 (False, if mature)",[boolean],"",2013-01-15 16:30:29,2021-04-27 19:43:19.584435,seedling,Infinity,-Infinity,,,,
487,Microbial Biomass carbon,mg [C] kg-1 soil,fumigation-extraction method,2013-01-23 03:24:12,2021-04-27 19:43:24.342439,Microbial Biomass C,Infinity,-Infinity,,,,
491,total dry biomass per plant,g [per plant],"",2013-08-14 17:25:39,2021-04-27 19:43:33.399279,total_biomass_per_plant,Infinity,-Infinity,,,,
